nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace,precio_actual_num,precio_original_num,descuento_pct,fecha_extraccion,anio,mes,dia,es_simulado
"Ordenador portátil 14 pulgadas Dual-Core hasta 2,6 GHz • 6 GB RAM • 128 GB SSD • UHD portatil • WiFi 5G • Mini-HDMI • Teclado membrana • Diseño sin ventilador • Color plateado • Ratón incluido","200,11€",,,"4,1 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Ordenador-port%C3%A1til-Dual-Core-Mini-HDMI-ventilador/dp/B0G3JBSTR6/ref=sr_1_4?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-4,200.11,,,2026-04-20 00:00:00,2026,4,20,True
"PINSTONE Ordenador portátil de 14,1 Pulgadas, Dual-Core, 6 GB RAM, 128 GB SSD, UHD 1366 x 768, diseño sin Ventilador, Wi-Fi 5G, Teclado de Membrana, ratón Incluido","204,42€",,,"3,9 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Ordenador-Dual-Core-Bluetooth-ventilador-membrana/dp/B0D54CZXPJ/ref=sr_1_25?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-25,204.42,,,2026-04-20 00:00:00,2026,4,20,True
"PINSTONE Ordenador Portátil de 14 Pulgadas Celeron N4000, Computadora Portátiles 6 GB RAM 128 GB SSD, PC Portátiles con 2,4 G/5 G WiFi, Bluetooth, Estudiantil Laptop Larga Vida útil de la Batería.","216,74€",,,"4,8 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/PINSTONE-Ordenador-Computadora-Port%C3%A1tiles-Estudiantil/dp/B0FXWJTGH9/ref=sr_1_23?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-23,216.74,,,2026-04-20 00:00:00,2026,4,20,True
"Tunhail Ordenador Portatil 15,6 Pulgadas, PC Portatil con Celeron N4000 hasta 2,6 GHz, 8GB DDR4 256GB SSD, Laptop Pantalla IPS FHD 1920 * 1080 Convertible 180°, WiFi 5, Mini HDMI","239,20€",,,"5,0 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Tunhail-Ordenador-Portatil-Pulgadas-Convertible/dp/B0GGB1YRBB/ref=sr_1_21?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-21,239.2,,,2026-04-20 00:00:00,2026,4,20,True
"BMAX Ordenador Portátil 15.6"" FHD Celeron N95 Upto 3,4 GHz Portatiles 12GB RAM 512GB SSD LPDDR5 Laptop, Win 11 PC Portátil 5G WiFi Notebook BT5.0, USB 3.2x2, Protege el Teclado Español","255,75€","289,99€",-11%,"4,6 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToxODE3NzMzMDcwMzM4MzE2OjE3NzY3NjY2NDI6c3BfbXRmOjMwMTAyNTkxMzQ4NDMzMjo6MDo6&url=%2FBMAX-Ordenador-Port%25C3%25A1til-Portatiles-12GB%2Fdp%2FB0GL8MWC5G%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776766642%26sr%3D8-18-spons%26aref%3DOkOlIwJ1dJ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=OkOlIwJ1dJ&sp_cr=ZAZ,255.75,289.99,11.81,2026-04-20 00:00:00,2026,4,20,True
"ASUS Chromebook CX1505CTA - Ordenador Portátil 15.6"" Full HD (Intel N50, 4GB RAM, 128GB eMMC, ChromeOS) QWERTY Funda y ratón incluidos +3 Meses de Google AI Pro con Gemini Pro y 2TB de Almacenamiento","264,14€",,,"4,2 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/ASUS-Chromebook-CX1505CTA-Ordenador-Almacenamiento/dp/B0FWCLTWP2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-6,264.14,,,2026-04-20 00:00:00,2026,4,20,True
"BMAX Ordenador Portátil 15,6"" Core i3-8109U hasta 3,6 GHz Portatiles 16GB RAM 512GB SSD Win 11 Pro Laptop 5G WiFi, Bluetooth 5.0, USB 3.0x2, HDMI, 1920x1080 FHD Protege el Teclado Español","291,48€","329,99€",-11%,"4,5 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToxODE3NzMzMDcwMzM4MzE2OjE3NzY3NjY2NDI6c3BfYXRmOjMwMDkzOTU3OTQyMjkzMjo6MDo6&url=%2FBMAX-Ordenador-Portatiles-Bluetooth-1920x1080%2Fdp%2FB0G525H9X9%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776766642%26sr%3D8-2-spons%26aref%3Df9067d1xAQ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=f9067d1xAQ&sp_cr=ZAZ,291.48,329.99,11.67,2026-04-20 00:00:00,2026,4,20,True
"HP 15-fd0261ns - Ordenador portátil de 15.6"" FHD (Intel N100, 4GB RAM, 128GB UFS, Intel UHD, Windows 11) Plata - Teclado QWERTY Español - Incluye Microsoft 365 Personal 12 Meses","302,81€","349,00€",-13%,"4,2 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/HP-15-fd0261ns-Ordenador-port%C3%A1til-Microsoft/dp/B0FCG24X9S/ref=sr_1_5?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-5,302.81,349.0,13.23,2026-04-20 00:00:00,2026,4,20,True
"HP EliteBook 840 G6, FHD, Intel Core i5 8265U, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 (Reacondicionado) Bolsa Cybersnap","346,54€",,,"3,5 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/HP-EliteBook-840-G6-reacondicionado/dp/B0F3P4FHTY/ref=sr_1_13?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-13,346.54,,,2026-04-20 00:00:00,2026,4,20,True
"2026 Ordenador portátil 16GB RAM, SSD 256GB,15,6 Pulgadas, procesador M3-6Y30 (2,2 GHz), Pantalla FHD 1920x1080 píxeles, cámara Web y Panel táctil, Ideal para Estudiantes y Profesionales","345,63€","999,99€",-65%,"5,0 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToxODE3NzMzMDcwMzM4MzE2OjE3NzY3NjY2NDI6c3BfYXRmOjMwMTAzNjIyNzI1MTMzMjo6MDo6&url=%2FCHIFUYOU-Ordenador-procesador-Estudiantes-Profesionales%2Fdp%2FB0GSZ4JPGT%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776766642%26sr%3D8-3-spons%26aref%3D16C0yrjKpN%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=16C0yrjKpN&sp_cr=ZAZ,345.63,999.99,65.44,2026-04-20 00:00:00,2026,4,20,True
